claim_id,delivery_id,reason,amount_claimed,claim_status,claim_date,resolved_date,shipment_id,carrier,status,delivery_duration_days,damage_flag,proof_of_delivery_status,origin_warehouse,destination_city,ship_date,delivery_date,product_id,quantity,freight_cost,vendor_id,vendor_name,contract_start,contract_end,vendor_rating,country,warehouse_id,stock_level,reorder_threshold,last_restock_date,next_restock_due
C00001,D00038,Damage,338.78,Rejected,2025-06-03,2025-06-19,S00039,"Burns, Lopez and Jones",Lost,10,0,Pending,W009,East Scottchester,2025-08-01,2025-08-11,P0038,125,329.43,V037,Davis-Henderson,2024-01-31,2025-01-30,2.5,New Zealand,W004,820,141,2025-07-11,2025-07-29
C00001,D00038,Damage,338.78,Rejected,2025-06-03,2025-06-19,S00039,"Burns, Lopez and Jones",Lost,10,0,Pending,W009,East Scottchester,2025-08-01,2025-08-11,P0038,125,329.43,V037,Davis-Henderson,2024-01-31,2025-01-30,2.5,New Zealand,W001,831,201,2025-07-20,2025-08-19
C00001,D00038,Damage,338.78,Rejected,2025-06-03,2025-06-19,S00039,"Burns, Lopez and Jones",Lost,10,0,Pending,W009,East Scottchester,2025-08-01,2025-08-11,P0038,125,329.43,V037,Davis-Henderson,2024-01-31,2025-01-30,2.5,New Zealand,W002,942,205,2025-08-20,2025-08-27
C00001,D00038,Damage,338.78,Rejected,2025-06-03,2025-06-19,S00039,"Burns, Lopez and Jones",Lost,10,0,Pending,W009,East Scottchester,2025-08-01,2025-08-11,P0038,125,329.43,V037,Davis-Henderson,2024-01-31,2025-01-30,2.5,New Zealand,W009,774,243,2025-08-04,2025-08-28
C00001,D00038,Damage,338.78,Rejected,2025-06-03,2025-06-19,S00039,"Burns, Lopez and Jones",Lost,10,0,Pending,W009,East Scottchester,2025-08-01,2025-08-11,P0038,125,329.43,V037,Davis-Henderson,2024-01-31,2025-01-30,2.5,New Zealand,W005,110,189,2025-07-20,2025-08-17
C00001,D00038,Damage,338.78,Rejected,2025-06-03,2025-06-19,S00039,"Burns, Lopez and Jones",Lost,10,0,Pending,W009,East Scottchester,2025-08-01,2025-08-11,P0038,125,329.43,V037,Davis-Henderson,2024-01-31,2025-01-30,2.5,New Zealand,W004,966,260,2025-09-09,2025-09-29
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V015,Wilson-Woodard,2024-03-20,2025-03-20,3.4,Armenia,W003,833,235,2025-08-12,2025-08-25
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V015,Wilson-Woodard,2024-03-20,2025-03-20,3.4,Armenia,W006,489,177,2025-07-17,2025-07-31
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V015,Wilson-Woodard,2024-03-20,2025-03-20,3.4,Armenia,W010,886,209,2025-08-26,2025-09-25
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V015,Wilson-Woodard,2024-03-20,2025-03-20,3.4,Armenia,W004,531,171,2025-08-20,2025-09-14
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V015,Wilson-Woodard,2024-03-20,2025-03-20,3.4,Armenia,W003,573,213,2025-08-16,2025-09-07
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V015,Wilson-Woodard,2024-03-20,2025-03-20,3.4,Armenia,W008,49,218,2025-08-26,2025-09-11
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V015,Wilson-Woodard,2024-03-20,2025-03-20,3.4,Armenia,W002,988,129,2025-08-12,2025-08-25
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V015,Wilson-Woodard,2024-03-20,2025-03-20,3.4,Armenia,W010,425,295,2025-08-26,2025-09-02
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V015,Wilson-Woodard,2024-03-20,2025-03-20,3.4,Armenia,W010,681,168,2025-08-06,2025-08-16
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V015,Wilson-Woodard,2024-03-20,2025-03-20,3.4,Armenia,W010,66,143,2025-08-12,2025-08-19
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V015,Wilson-Woodard,2024-03-20,2025-03-20,3.4,Armenia,W007,386,121,2025-07-20,2025-08-11
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V015,Wilson-Woodard,2024-03-20,2025-03-20,3.4,Armenia,W004,630,194,2025-08-10,2025-08-31
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V015,Wilson-Woodard,2024-03-20,2025-03-20,3.4,Armenia,W001,824,176,2025-07-17,2025-07-28
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V015,Wilson-Woodard,2024-03-20,2025-03-20,3.4,Armenia,W008,445,140,2025-08-08,2025-08-30
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V041,"Miller, Mcdonald and Miller",2024-07-17,2025-07-17,3.4,Lesotho,W003,833,235,2025-08-12,2025-08-25
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V041,"Miller, Mcdonald and Miller",2024-07-17,2025-07-17,3.4,Lesotho,W006,489,177,2025-07-17,2025-07-31
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V041,"Miller, Mcdonald and Miller",2024-07-17,2025-07-17,3.4,Lesotho,W010,886,209,2025-08-26,2025-09-25
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V041,"Miller, Mcdonald and Miller",2024-07-17,2025-07-17,3.4,Lesotho,W004,531,171,2025-08-20,2025-09-14
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V041,"Miller, Mcdonald and Miller",2024-07-17,2025-07-17,3.4,Lesotho,W003,573,213,2025-08-16,2025-09-07
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V041,"Miller, Mcdonald and Miller",2024-07-17,2025-07-17,3.4,Lesotho,W008,49,218,2025-08-26,2025-09-11
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V041,"Miller, Mcdonald and Miller",2024-07-17,2025-07-17,3.4,Lesotho,W002,988,129,2025-08-12,2025-08-25
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V041,"Miller, Mcdonald and Miller",2024-07-17,2025-07-17,3.4,Lesotho,W010,425,295,2025-08-26,2025-09-02
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V041,"Miller, Mcdonald and Miller",2024-07-17,2025-07-17,3.4,Lesotho,W010,681,168,2025-08-06,2025-08-16
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V041,"Miller, Mcdonald and Miller",2024-07-17,2025-07-17,3.4,Lesotho,W010,66,143,2025-08-12,2025-08-19
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V041,"Miller, Mcdonald and Miller",2024-07-17,2025-07-17,3.4,Lesotho,W007,386,121,2025-07-20,2025-08-11
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V041,"Miller, Mcdonald and Miller",2024-07-17,2025-07-17,3.4,Lesotho,W004,630,194,2025-08-10,2025-08-31
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V041,"Miller, Mcdonald and Miller",2024-07-17,2025-07-17,3.4,Lesotho,W001,824,176,2025-07-17,2025-07-28
C00002,D00621,Incorrect Delivery,566.76,Rejected,2025-08-30,2025-09-18,S00622,"Knapp, Miller and Reyes",Delivered,10,0,Pending,W007,Bradleymouth,2025-06-24,2025-07-04,P0056,69,150.6,V041,"Miller, Mcdonald and Miller",2024-07-17,2025-07-17,3.4,Lesotho,W008,445,140,2025-08-08,2025-08-30
C00003,D00448,Lost Package,715.24,Rejected,2025-08-17,2025-08-29,S00449,Smith and Sons,Lost,8,1,Signed,W006,Michaelmouth,2025-06-05,2025-06-13,P0027,112,132.91,,,,,,,W002,34,135,2025-07-20,2025-07-27
C00003,D00448,Lost Package,715.24,Rejected,2025-08-17,2025-08-29,S00449,Smith and Sons,Lost,8,1,Signed,W006,Michaelmouth,2025-06-05,2025-06-13,P0027,112,132.91,,,,,,,W009,506,280,2025-08-22,2025-09-21
C00003,D00448,Lost Package,715.24,Rejected,2025-08-17,2025-08-29,S00449,Smith and Sons,Lost,8,1,Signed,W006,Michaelmouth,2025-06-05,2025-06-13,P0027,112,132.91,,,,,,,W008,172,100,2025-09-03,2025-09-17
C00003,D00448,Lost Package,715.24,Rejected,2025-08-17,2025-08-29,S00449,Smith and Sons,Lost,8,1,Signed,W006,Michaelmouth,2025-06-05,2025-06-13,P0027,112,132.91,,,,,,,W008,545,278,2025-09-09,2025-09-21
C00003,D00448,Lost Package,715.24,Rejected,2025-08-17,2025-08-29,S00449,Smith and Sons,Lost,8,1,Signed,W006,Michaelmouth,2025-06-05,2025-06-13,P0027,112,132.91,,,,,,,W004,677,283,2025-09-01,2025-09-16
C00003,D00448,Lost Package,715.24,Rejected,2025-08-17,2025-08-29,S00449,Smith and Sons,Lost,8,1,Signed,W006,Michaelmouth,2025-06-05,2025-06-13,P0027,112,132.91,,,,,,,W004,92,229,2025-09-08,2025-09-26
C00003,D00448,Lost Package,715.24,Rejected,2025-08-17,2025-08-29,S00449,Smith and Sons,Lost,8,1,Signed,W006,Michaelmouth,2025-06-05,2025-06-13,P0027,112,132.91,,,,,,,W005,945,287,2025-07-28,2025-08-23
C00003,D00448,Lost Package,715.24,Rejected,2025-08-17,2025-08-29,S00449,Smith and Sons,Lost,8,1,Signed,W006,Michaelmouth,2025-06-05,2025-06-13,P0027,112,132.91,,,,,,,W003,571,297,2025-07-11,2025-08-04
C00004,D00683,Lost Package,266.19,Rejected,2025-05-02,2025-05-20,S00684,Cameron PLC,Lost,8,1,Pending,W002,West Amy,2025-07-19,2025-07-27,P0029,106,478.3,V011,Graham-Martin,2024-06-22,2025-06-22,4.1,Liechtenstein,W006,454,282,2025-08-02,2025-08-18
C00004,D00683,Lost Package,266.19,Rejected,2025-05-02,2025-05-20,S00684,Cameron PLC,Lost,8,1,Pending,W002,West Amy,2025-07-19,2025-07-27,P0029,106,478.3,V011,Graham-Martin,2024-06-22,2025-06-22,4.1,Liechtenstein,W008,906,143,2025-08-25,2025-09-10
C00004,D00683,Lost Package,266.19,Rejected,2025-05-02,2025-05-20,S00684,Cameron PLC,Lost,8,1,Pending,W002,West Amy,2025-07-19,2025-07-27,P0029,106,478.3,V011,Graham-Martin,2024-06-22,2025-06-22,4.1,Liechtenstein,W002,115,293,2025-08-12,2025-08-28
C00004,D00683,Lost Package,266.19,Rejected,2025-05-02,2025-05-20,S00684,Cameron PLC,Lost,8,1,Pending,W002,West Amy,2025-07-19,2025-07-27,P0029,106,478.3,V011,Graham-Martin,2024-06-22,2025-06-22,4.1,Liechtenstein,W009,353,260,2025-07-23,2025-07-30
C00004,D00683,Lost Package,266.19,Rejected,2025-05-02,2025-05-20,S00684,Cameron PLC,Lost,8,1,Pending,W002,West Amy,2025-07-19,2025-07-27,P0029,106,478.3,V011,Graham-Martin,2024-06-22,2025-06-22,4.1,Liechtenstein,W001,906,255,2025-07-15,2025-07-27
C00004,D00683,Lost Package,266.19,Rejected,2025-05-02,2025-05-20,S00684,Cameron PLC,Lost,8,1,Pending,W002,West Amy,2025-07-19,2025-07-27,P0029,106,478.3,V011,Graham-Martin,2024-06-22,2025-06-22,4.1,Liechtenstein,W006,65,256,2025-09-03,2025-09-19
C00004,D00683,Lost Package,266.19,Rejected,2025-05-02,2025-05-20,S00684,Cameron PLC,Lost,8,1,Pending,W002,West Amy,2025-07-19,2025-07-27,P0029,106,478.3,V011,Graham-Martin,2024-06-22,2025-06-22,4.1,Liechtenstein,W001,330,209,2025-07-31,2025-08-11
C00004,D00683,Lost Package,266.19,Rejected,2025-05-02,2025-05-20,S00684,Cameron PLC,Lost,8,1,Pending,W002,West Amy,2025-07-19,2025-07-27,P0029,106,478.3,V011,Graham-Martin,2024-06-22,2025-06-22,4.1,Liechtenstein,W005,598,272,2025-09-08,2025-09-25
C00004,D00683,Lost Package,266.19,Rejected,2025-05-02,2025-05-20,S00684,Cameron PLC,Lost,8,1,Pending,W002,West Amy,2025-07-19,2025-07-27,P0029,106,478.3,V011,Graham-Martin,2024-06-22,2025-06-22,4.1,Liechtenstein,W003,527,133,2025-07-29,2025-08-09
C00004,D00683,Lost Package,266.19,Rejected,2025-05-02,2025-05-20,S00684,Cameron PLC,Lost,8,1,Pending,W002,West Amy,2025-07-19,2025-07-27,P0029,106,478.3,V011,Graham-Martin,2024-06-22,2025-06-22,4.1,Liechtenstein,W004,256,147,2025-08-01,2025-08-31
C00004,D00683,Lost Package,266.19,Rejected,2025-05-02,2025-05-20,S00684,Cameron PLC,Lost,8,1,Pending,W002,West Amy,2025-07-19,2025-07-27,P0029,106,478.3,V011,Graham-Martin,2024-06-22,2025-06-22,4.1,Liechtenstein,W010,863,292,2025-07-27,2025-08-25
C00004,D00683,Lost Package,266.19,Rejected,2025-05-02,2025-05-20,S00684,Cameron PLC,Lost,8,1,Pending,W002,West Amy,2025-07-19,2025-07-27,P0029,106,478.3,V011,Graham-Martin,2024-06-22,2025-06-22,4.1,Liechtenstein,W009,476,168,2025-08-13,2025-09-07
C00004,D00683,Lost Package,266.19,Rejected,2025-05-02,2025-05-20,S00684,Cameron PLC,Lost,8,1,Pending,W002,West Amy,2025-07-19,2025-07-27,P0029,106,478.3,V011,Graham-Martin,2024-06-22,2025-06-22,4.1,Liechtenstein,W002,188,260,2025-09-07,2025-09-20
C00005,D00403,Damage,818.82,Pending,2025-06-17,2025-06-24,S00404,"Brown, Compton and Lee",Delivered,5,0,Signed,W005,Ericton,2025-08-02,2025-08-07,P0030,136,485.28,,,,,,,W001,117,267,2025-08-14,2025-08-22
C00005,D00403,Damage,818.82,Pending,2025-06-17,2025-06-24,S00404,"Brown, Compton and Lee",Delivered,5,0,Signed,W005,Ericton,2025-08-02,2025-08-07,P0030,136,485.28,,,,,,,W005,896,174,2025-08-30,2025-09-27
C00005,D00403,Damage,818.82,Pending,2025-06-17,2025-06-24,S00404,"Brown, Compton and Lee",Delivered,5,0,Signed,W005,Ericton,2025-08-02,2025-08-07,P0030,136,485.28,,,,,,,W005,958,155,2025-08-11,2025-08-29
C00005,D00403,Damage,818.82,Pending,2025-06-17,2025-06-24,S00404,"Brown, Compton and Lee",Delivered,5,0,Signed,W005,Ericton,2025-08-02,2025-08-07,P0030,136,485.28,,,,,,,W009,710,235,2025-08-28,2025-09-09
C00005,D00403,Damage,818.82,Pending,2025-06-17,2025-06-24,S00404,"Brown, Compton and Lee",Delivered,5,0,Signed,W005,Ericton,2025-08-02,2025-08-07,P0030,136,485.28,,,,,,,W008,676,212,2025-08-06,2025-08-22
C00005,D00403,Damage,818.82,Pending,2025-06-17,2025-06-24,S00404,"Brown, Compton and Lee",Delivered,5,0,Signed,W005,Ericton,2025-08-02,2025-08-07,P0030,136,485.28,,,,,,,W010,725,251,2025-07-17,2025-08-12
C00006,D00017,Lost Package,980.19,Pending,2025-04-25,2025-05-08,S00018,Grimes and Sons,Delayed,4,0,Signed,W004,Sheppardfort,2025-06-30,2025-07-04,P0074,11,238.0,,,,,,,W009,247,232,2025-08-29,2025-09-24
C00006,D00017,Lost Package,980.19,Pending,2025-04-25,2025-05-08,S00018,Grimes and Sons,Delayed,4,0,Signed,W004,Sheppardfort,2025-06-30,2025-07-04,P0074,11,238.0,,,,,,,W006,404,109,2025-07-20,2025-08-15
C00006,D00017,Lost Package,980.19,Pending,2025-04-25,2025-05-08,S00018,Grimes and Sons,Delayed,4,0,Signed,W004,Sheppardfort,2025-06-30,2025-07-04,P0074,11,238.0,,,,,,,W002,296,145,2025-08-31,2025-09-12
C00006,D00017,Lost Package,980.19,Pending,2025-04-25,2025-05-08,S00018,Grimes and Sons,Delayed,4,0,Signed,W004,Sheppardfort,2025-06-30,2025-07-04,P0074,11,238.0,,,,,,,W010,749,204,2025-08-19,2025-08-26
C00006,D00017,Lost Package,980.19,Pending,2025-04-25,2025-05-08,S00018,Grimes and Sons,Delayed,4,0,Signed,W004,Sheppardfort,2025-06-30,2025-07-04,P0074,11,238.0,,,,,,,W004,472,217,2025-07-28,2025-08-11
C00006,D00017,Lost Package,980.19,Pending,2025-04-25,2025-05-08,S00018,Grimes and Sons,Delayed,4,0,Signed,W004,Sheppardfort,2025-06-30,2025-07-04,P0074,11,238.0,,,,,,,W005,204,243,2025-08-06,2025-08-15
C00006,D00017,Lost Package,980.19,Pending,2025-04-25,2025-05-08,S00018,Grimes and Sons,Delayed,4,0,Signed,W004,Sheppardfort,2025-06-30,2025-07-04,P0074,11,238.0,,,,,,,W002,97,130,2025-08-28,2025-09-11
C00006,D00017,Lost Package,980.19,Pending,2025-04-25,2025-05-08,S00018,Grimes and Sons,Delayed,4,0,Signed,W004,Sheppardfort,2025-06-30,2025-07-04,P0074,11,238.0,,,,,,,W004,655,256,2025-09-06,2025-09-13
C00006,D00017,Lost Package,980.19,Pending,2025-04-25,2025-05-08,S00018,Grimes and Sons,Delayed,4,0,Signed,W004,Sheppardfort,2025-06-30,2025-07-04,P0074,11,238.0,,,,,,,W007,800,150,2025-07-15,2025-07-26
C00006,D00017,Lost Package,980.19,Pending,2025-04-25,2025-05-08,S00018,Grimes and Sons,Delayed,4,0,Signed,W004,Sheppardfort,2025-06-30,2025-07-04,P0074,11,238.0,,,,,,,W003,820,160,2025-09-02,2025-09-11
C00007,D00660,Damage,833.21,Rejected,2025-09-01,2025-09-12,S00661,Lewis LLC,Delivered,9,1,Signed,W009,Lake Veronicatown,2025-05-05,2025-05-14,P0009,142,426.71,,,,,,,W008,1000,101,2025-08-29,2025-09-14
C00007,D00660,Damage,833.21,Rejected,2025-09-01,2025-09-12,S00661,Lewis LLC,Delivered,9,1,Signed,W009,Lake Veronicatown,2025-05-05,2025-05-14,P0009,142,426.71,,,,,,,W001,197,294,2025-07-18,2025-08-10
C00007,D00660,Damage,833.21,Rejected,2025-09-01,2025-09-12,S00661,Lewis LLC,Delivered,9,1,Signed,W009,Lake Veronicatown,2025-05-05,2025-05-14,P0009,142,426.71,,,,,,,W009,277,241,2025-09-06,2025-09-30
C00007,D00660,Damage,833.21,Rejected,2025-09-01,2025-09-12,S00661,Lewis LLC,Delivered,9,1,Signed,W009,Lake Veronicatown,2025-05-05,2025-05-14,P0009,142,426.71,,,,,,,W006,335,180,2025-08-06,2025-08-20
C00007,D00660,Damage,833.21,Rejected,2025-09-01,2025-09-12,S00661,Lewis LLC,Delivered,9,1,Signed,W009,Lake Veronicatown,2025-05-05,2025-05-14,P0009,142,426.71,,,,,,,W007,115,221,2025-08-17,2025-09-07
C00007,D00660,Damage,833.21,Rejected,2025-09-01,2025-09-12,S00661,Lewis LLC,Delivered,9,1,Signed,W009,Lake Veronicatown,2025-05-05,2025-05-14,P0009,142,426.71,,,,,,,W010,60,293,2025-07-17,2025-08-06
C00007,D00660,Damage,833.21,Rejected,2025-09-01,2025-09-12,S00661,Lewis LLC,Delivered,9,1,Signed,W009,Lake Veronicatown,2025-05-05,2025-05-14,P0009,142,426.71,,,,,,,W010,542,205,2025-07-19,2025-08-18
C00007,D00660,Damage,833.21,Rejected,2025-09-01,2025-09-12,S00661,Lewis LLC,Delivered,9,1,Signed,W009,Lake Veronicatown,2025-05-05,2025-05-14,P0009,142,426.71,,,,,,,W009,346,163,2025-09-09,2025-09-27
C00007,D00660,Damage,833.21,Rejected,2025-09-01,2025-09-12,S00661,Lewis LLC,Delivered,9,1,Signed,W009,Lake Veronicatown,2025-05-05,2025-05-14,P0009,142,426.71,,,,,,,W008,863,162,2025-08-08,2025-09-03
C00007,D00660,Damage,833.21,Rejected,2025-09-01,2025-09-12,S00661,Lewis LLC,Delivered,9,1,Signed,W009,Lake Veronicatown,2025-05-05,2025-05-14,P0009,142,426.71,,,,,,,W006,181,134,2025-08-14,2025-09-09
C00007,D00660,Damage,833.21,Rejected,2025-09-01,2025-09-12,S00661,Lewis LLC,Delivered,9,1,Signed,W009,Lake Veronicatown,2025-05-05,2025-05-14,P0009,142,426.71,,,,,,,W001,505,188,2025-09-09,2025-10-09
